Newspapers|LCCN|OCLC|ISSN|State|County|City|Geo Location|Browse Digitized Issues|Number of Issues|First Issue|Last Issue|Essay Available|Languages|Ethnicity
Las Vegas Optic (East Las Vegas, N.M.) 1908-1921|sn92070417|26068437|2472-1859|New Mexico|San Miguel|Las Vegas|35.598521, -105.218849|https://www.loc.gov/item/sn92070417/?st=calendar|1385|1909-03-19|1914-12-31|True|English|
Las Vegas Times (Las Vegas, Nev.) 1905-1906|sn86076027|13461957|2766-4856|Nevada|Clark|Las Vegas|36.1690921, -115.1405767|https://www.loc.gov/item/sn86076027/?st=calendar|84|1905-04-01|1906-11-03|True|English|
The Las Vegas Weekly Optic and Stock Grower (Las Vegas, N.M.) 1898-190?|sn92070422|26068453|2329-7603|New Mexico|San Miguel|Las Vegas, East Las Vegas|35.59393, -105.2239|https://www.loc.gov/item/sn92070422/?st=calendar|78|1898-03-05|1902-07-19|True|English, Spanish|
Laurel Outlook (Laurel, Mont.) 1909-Current|sn86075258|13842507|2766-1911|Montana|Yellowstone|Laurel|45.669974, -108.773038|https://www.loc.gov/item/sn86075258/?st=calendar|366|1944-01-05|1950-12-27|True|English|
The Laurens Advertiser (Laurens, S.C.) 1885-1973|sn93067760|460195295, n460195295|2166-9678|South Carolina|Laurens|Laurens|34.498421, -82.018572|https://www.loc.gov/item/sn93067760/?st=calendar|1787|1885-08-19|1927-12-29|True|English|
The Laurinburg Post (Laurinburg, N.C.) 1895-1???|sn91068174|24532239|2769-139x|North Carolina|Scotland|Laurinburg|34.774167, -79.462818|https://www.loc.gov/item/sn91068174/?st=calendar|1|1895-12-21|1895-12-21||English|African American
Lawrence Democrat (Lawrenceburg, Tenn.) 1884-1925|sn97065075|36924027|2376-5585|Tennessee|Lawrence|Lawrenceburg|35.251345, -87.326511|https://www.loc.gov/item/sn97065075/?st=calendar|612|1890-04-25|1913-12-24|True|English|
Le Courrier Du Maine (Lewiston, Me.) 1906-19??|sn93066934|27801043||Maine|Androscoggin|Lewiston|44.1007272, -70.2149617|https://www.loc.gov/item/sn93066934/?st=calendar|2|1906-07-24|1906-10-16||French|French
Le Dimanche (Nouvelle-Orléans [i.e. New Orleans, La.]) 1861-1876|sn83016654|9961481|2996-0592|Louisiana|Orleans|New Orleans|29.9517634, -90.0746168|https://www.loc.gov/item/sn83016654/?st=calendar|1|1861-02-10|1861-02-10|True|French|African American
Le Figaro : Journal Humoristique, Littéraire Et Sociale (Biddeford, Me.) 1895-18??|sn90000529|23873688|1053-5179|Maine|York|Biddeford|43.482944, -70.471358|https://www.loc.gov/item/sn90000529/?st=calendar|1|1895-12-01|1895-12-01||French|French
Le Journal Du Madawaska = the Madawaska Journal (Van Buren, Me.) 1902-1906|sn96075165|36099798||Maine|Aroostook|Van Buren|47.1573171, -67.9357108|https://www.loc.gov/item/sn96075165/?st=calendar|125|1903-08-05|1906-02-28||French|French
Le Louisianais (Convent, La.) 1865-1883|sn82015038|8801060|2377-8059|Louisiana|Saint James|Convent|30.020897, -90.830036|https://www.loc.gov/item/sn82015038/?st=calendar|439|1865-10-28|1881-02-12|True|English, French|
Le Maine Francais (Waterville, Maine) 1912-19??|2023271008|1402761201||Maine|Kennebec|Waterville|44.5528386, -69.6313087|https://www.loc.gov/item/2023271008/?st=calendar|1|1913-06-26|1913-06-26||French|French
Le Meschacébé ([Lucy] La.) 1853-1942|sn86079080|13170547|1052-6900|Louisiana|Saint John the Baptist|Lucy, Edgard, Bonnet Carre, Reserve|30.055475, -90.564007|https://www.loc.gov/item/sn86079080/?st=calendar|1973|1854-01-29|1922-12-23|True|English, French|French
Le Messager (Lewiston, Me.) 1880-1966|sn83045313|9449358|1055-7083|Maine|Androscoggin|Lewiston|44.1007272, -70.2149617|https://www.loc.gov/item/sn83045313/?st=calendar|12074|1880-03-25|1958-02-27||English, French|French
Le Messager (Bringier, Paroisse Saint-Jacques, Louisiane) 1846-1860|sn84020177|10443742|1053-5144|Louisiana|Saint James, Saint John the Baptist|Bringier|30.12646, -90.47088|https://www.loc.gov/item/sn84020177/?st=calendar|17|1851-02-22|1855-09-08|True|English, French|
Le Patriote Canadien (Burlington, Vt. : Montréal) 1839-1840|sn90000507|22517957|1053-3214|Vermont|Chittenden|Burlington|44.4759918, -73.2109954|https://www.loc.gov/item/sn90000507/?st=calendar|26|1839-08-07|1840-02-05|True|French|French
Le Petit Journal (Lewiston (Me.)) 19??-19??|sn97062652|36488203||Maine|Androscoggin|Lewiston|44.1007272, -70.2149617|https://www.loc.gov/item/sn97062652/?st=calendar|1|1911-10-22|1911-10-22||French|
Le Pionnier De L'assomption (Napoleonville [La.]) 1850-185?|sn86090609|15059989|2377-8415|Louisiana|Assumption|Napoleonville|29.9407108, -91.0232263|https://www.loc.gov/item/sn86090609/?st=calendar|288|1850-09-08|1855-12-10|True|French|
Le Progrès (Woonsocket, R.I.) 1898-1913|sn83045044|9879025||Rhode Island|Providence|Woonsocket|42.000971, -71.505472|https://www.loc.gov/item/sn83045044/?st=calendar|748|1898-06-24|1913-06-27||French|French
The Leader (Brookhaven, Miss.) 1895-1905|sn86074063|14867242|2688-7894|Mississippi|Lincoln|Brookhaven|31.57913, -90.440702|https://www.loc.gov/item/sn86074063/?st=calendar|579|1895-08-06|1905-11-18|True|English|
The Leader (Washington, D.C.) 1889-18??|sn84025835|10373277|2995-8989|District of Columbia||Washington, Alexandria|38.804665, -77.043614|https://www.loc.gov/item/sn84025835/?st=calendar|6|1889-10-12|1889-12-21|True|English|African American
The Leader (Washington, D.C.) 1889-18??|sn84025835|10373277|2995-8989|Virginia||Washington, Alexandria|38.804665, -77.043614|https://www.loc.gov/item/sn84025835/?st=calendar|6|1889-10-12|1889-12-21|True|English|African American
The Leader Enterprise and Fitzgerald Press (Fitzgerald, Ben Hill County, Georgia) 1915-1915|sn89053305|19965786|2995-973x|Georgia|Ben Hill|Fitzgerald|31.7148055, -83.2515932|https://www.loc.gov/item/sn89053305/?st=calendar|7|1915-11-10|1915-11-22|True|English|
The Leader Enterprise and Press (Fitzgerald, Ben Hill County, Georgia) 1915-1921|sn89053306|19965768|2995-9780|Georgia|Ben Hill|Fitzgerald|31.7148055, -83.2515932|https://www.loc.gov/item/sn89053306/?st=calendar|575|1915-11-24|1921-03-11|True|English|
The Leader-Enterprise (Fitzgerald, Ben Hill County Georgia.) 1912-1915|sn85038489|12608604|2995-9713|Georgia|Ben Hill|Fitzgerald|31.7148055, -83.2515932|https://www.loc.gov/item/sn85038489/?st=calendar|491|1912-04-16|1915-11-08|True|English|
The Leavenworth Advocate (Leavenworth, Kan.) 1889-1891|sn85029302|12101792||Kansas|Leavenworth|Leavenworth|39.32746, -94.918953|https://www.loc.gov/item/sn85029302/?st=calendar|101|1889-09-21|1891-08-22|True|English|African American
The Leavenworth Echo (Leavenworth, Wash.) 1904-Current|sn87093039|16996294|2157-4812|Washington|Chelan|Leavenworth|47.5927884, -120.66765|https://www.loc.gov/item/sn87093039/?st=calendar|986|1904-01-29|1922-12-29|True|English|
The Leavenworth Herald (Leavenworth, Kansas) 1894-1899|sn85029234|12101951||Kansas|Leavenworth|Leavenworth|39.32746, -94.918953|https://www.loc.gov/item/sn85029234/?st=calendar|182|1894-02-17|1898-04-23|True|English|African American
The Leavenworth Weekly Times (Leavenworth, Kan.) 1870-1880|sn84027691|11425470|2163-4424|Kansas|Leavenworth|Leavenworth|39.32746, -94.918953|https://www.loc.gov/item/sn84027691/?st=calendar|426|1870-07-07|1880-01-01|True|English|
The Lebanon Express (Lebanon, Linn County, Or.) 1887-1898|sn97071028|38041254|2472-6648|Oregon|Linn|Lebanon|44.538234, -122.907067|https://www.loc.gov/item/sn97071028/?st=calendar|453|1887-03-05|1897-04-29|True|English|
The Ledger-Democrat (Conway, Ark.) 188?-1885|sn89051192|19648306||Arkansas|Faulkner|Conway|35.0917981, -92.4367002|https://www.loc.gov/item/sn89051192/?st=calendar|2|1884-07-19|1884-08-29||English|
The Lee County Journal (Leesburg, Georgia; Leesburg, Ga.) 1904-19??|sn89053337|19319979|2995-9950|Georgia|Lee|Leesburg|31.7325065, -84.1706589|https://www.loc.gov/item/sn89053337/?st=calendar|897|1904-03-05|1923-12-28|True|English|
The Lehi Banner (Lehi, Utah) 1891-1917|sn85058090|11855472|2159-3795|Utah|Utah|Lehi|40.387876, -111.849167|https://www.loc.gov/item/sn85058090/?st=calendar|737|1891-06-12|1914-12-26|True|English|
The Lehi Sun (Lehi, Utah) 1913-1949|sn85058091|11855504|2163-4742|Utah|Utah|Lehi|40.387876, -111.849167|https://www.loc.gov/item/sn85058091/?st=calendar|126|1915-12-29|1922-12-28|True|English|
The Lemmon Herald (Lemmon, Perkins County, S.D.) 1912-1917|sn89074986|19547802|2577-3445|South Dakota|Perkins|Lemmon|45.93594, -102.163828|https://www.loc.gov/item/sn89074986/?st=calendar|256|1912-01-12|1917-04-04|True|English|
The Leon Reporter (Leon, Iowa) 1887-1930|sn87057096|15468331|2374-5843|Iowa|Decatur|Leon|40.7394943, -93.7479674|https://www.loc.gov/item/sn87057096/?st=calendar|1067|1899-12-07|1920-06-24|True|English|
Lewisburg Alleghanian (Lewisburg, Va. [W. Va.]) 183?-1835|sn85059670|12789258||West Virginia|Greenbrier|Lewisburg|37.801721, -80.4454143|https://www.loc.gov/item/sn85059670/?st=calendar|9|1834-03-07|1835-05-15||English|
Lewisburg Chronicle, and the West Branch Farmer (Lewisburg, Pa.) 1849-1849|sn85055199|12920276|2333-1712|Pennsylvania|Union|Lewisburg|40.966311, -76.884932|https://www.loc.gov/item/sn85055199/?st=calendar|17|1849-09-05|1849-12-26|True|English|
Lewisburg Chronicle, and West Branch Farmer (Lewisburg, Pa.) 1850-1850|sn86083440|14989142|2574-4003|Pennsylvania|Union|Lewisburg|40.966311, -76.884932|https://www.loc.gov/item/sn86083440/?st=calendar|12|1850-01-02|1850-03-27|True|English|
Lewisburg Chronicle (Lewisburg, Pa.) 1850-1859|sn85055197|12920406|2333-1666|Pennsylvania|Union|Lewisburg|40.966311, -76.884932|https://www.loc.gov/item/sn85055197/?st=calendar|463|1850-04-03|1859-04-29|True|English|
Lewiston Daily Teller (Lewiston, Idaho) 1900-1901|sn89055114|19504853|2381-2125|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn89055114/?st=calendar|75|1900-10-18|1901-01-12|True|English|
Lewiston Evening Teller (Lewiston, Idaho) 1903-1911|sn86091109|13142681|2381-2966|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn86091109/?st=calendar|1263|1903-10-26|1908-12-31|True|English|
Lewiston Evening Teller (Lewiston, Idaho) 1900-1900|sn89055113|19504837|2381-2109|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn89055113/?st=calendar|53|1900-08-17|1900-10-17|True|English|
Lewiston Inter-State News (Lewiston, Idaho) 1905-1906|sn86091110|13142860|2381-294x|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn86091110/?st=calendar|54|1905-04-14|1905-12-29|True|English|
Lewiston Teller (Lewiston, North Idaho) 1878-1900|sn82007023|8797647|2381-2079|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn82007023/?st=calendar|1115|1878-04-13|1900-08-16|True|English|
The Lewiston Teller (Lewiston, Idaho) 1900-1905|sn89055112|19504783|2381-2923|Idaho|Nez Perce|Lewiston|46.4190523, -117.0191318|https://www.loc.gov/item/sn89055112/?st=calendar|230|1901-01-17|1905-04-11|True|English|
Lewistown Gazette (Lewistown, Pa.) 1843-1944|sn83032276|10227212|2376-3485|Pennsylvania|Mifflin|Lewistown|40.596632, -77.575939|https://www.loc.gov/item/sn83032276/?st=calendar|512|1849-05-05|1867-10-23|True|English|
The Lexington Advertiser (Lexington, Miss.) 1904-1985|sn84024271|1715582|2576-4896|Mississippi|Holmes|Lexington|33.112276, -90.052831|https://www.loc.gov/item/sn84024271/?st=calendar|1962|1904-01-07|1963-12-26|True|English|
Lexington Advertiser (Lexington, Miss.) 1838-187?|sn85034445|12868581|2576-4845|Mississippi|Holmes|Lexington|33.112276, -90.052831|https://www.loc.gov/item/sn85034445/?st=calendar|24|1851-12-26|1874-04-03|True|English|
The Lexington Advertiser (Lexington, Miss.) 18??-18??|2017218590|981767331|2640-0448|Mississippi|Holmes|Lexington|33.112276, -90.052831|https://www.loc.gov/item/2017218590/?st=calendar|3|1894-06-22|1901-12-06|True|English|
The Lexington Dispatch (Lexington, South Carolina) 1870-1917|sn84026907|10739595|2379-6200|South Carolina|Lexington|Lexington|33.981298, -81.238363|https://www.loc.gov/item/sn84026907/?st=calendar|1042|1873-07-16|1916-09-20|True|English|
Lexington Dispatch-News (Lexington, S.C.) 1917-1919|sn92065503|25614720|2379-6170|South Carolina|Lexington|Lexington|33.981298, -81.238363|https://www.loc.gov/item/sn92065503/?st=calendar|65|1917-06-13|1919-11-05|True|English|
Lexington Gazette (Lexington, Va.) 1871-1962|sn84024716|11049176|2157-1287|Virginia||Lexington|37.7824577427, -79.4441098157|https://www.loc.gov/item/sn84024716/?st=calendar|777|1898-01-05|1912-12-25|True|English|
The Lexington Intelligencer (Lexington, Mo.) 1901-1949|sn86063623|13501269|2373-4876|Missouri|Lafayette|Lexington|39.185438, -93.879803|https://www.loc.gov/item/sn86063623/?st=calendar|1126|1901-04-13|1922-12-29|True|English|
The Lexington Progress (Lexington, Tenn.) 1884-Current|sn89058168|19110587|2474-7157|Tennessee|Henderson|Lexington|35.651376, -88.392676|https://www.loc.gov/item/sn89058168/?st=calendar|369|1913-01-10|1922-12-29|True|English|
The Lexington Record (Lexington, Ky.) 1890-1???|sn86069074|13290043|2326-1587|Kentucky|Fayette|Lexington|38.046356, -84.497021|https://www.loc.gov/item/sn86069074/?st=calendar|16|1890-10-01|1891-05-01|True|English|
The Lexington Standard (Lexington, Ky.) 1892-1912|sn83025729|9765671|2157-1384|Kentucky|Fayette|Lexington|38.046356, -84.497021|https://www.loc.gov/item/sn83025729/?st=calendar|9|1900-01-27|1911-12-16|True|English|African American
Lexington Union (Lexington, Miss.) 1838-18??|sn87065337|15610515|2469-6579|Mississippi|Holmes|Lexington|33.112276, -90.052831|https://www.loc.gov/item/sn87065337/?st=calendar|193|1838-11-17|1843-12-23|True|English|
Lexington Weekly Intelligencer (Lexington, Mo.) 1871-1887|sn87052143|15161143|2374-5789|Missouri|Lafayette|Lexington|39.185438, -93.879803|https://www.loc.gov/item/sn87052143/?st=calendar|666|1872-01-10|1887-04-09|True|English|
Lexington Weekly News (Lexington, Ky.) 1912-19??|sn86069070|13244309|2332-4627|Kentucky|Fayette|Lexington|38.046356, -84.497021|https://www.loc.gov/item/sn86069070/?st=calendar|3|1912-03-15|1912-08-17|True|English|African American
The Libby Herald (Libby, Mont.) 1911-1913|sn85053292|12576723|2329-5570|Montana|Lincoln|Libby|48.38828, -115.55581|https://www.loc.gov/item/sn85053292/?st=calendar|107|1911-08-17|1913-08-29|True|English|
The Liberal Democrat (Liberal, Kan.) 1911-1924|sn85029856|12574457|2329-2628|Kansas|Seward|Liberal|37.044056, -100.922339|https://www.loc.gov/item/sn85029856/?st=calendar|626|1911-01-06|1922-12-28|True|English|
Liberal Republican (Dallas, Or.) 1872-1???|sn93051637|29382852|2470-8917|Oregon|Polk|Dallas|44.919444, -123.316677|https://www.loc.gov/item/sn93051637/?st=calendar|67|1872-08-17|1874-04-18|True|English|
The Liberator (Boston, Mass.) 1831-1865|sn84031524|1728160|2997-7649|Massachusetts|Suffolk|Boston|42.3589942, -71.0586293|https://www.loc.gov/item/sn84031524/?st=calendar|1828|1831-01-01|1865-12-29|True|English|
Liberty (La Center, Ky.) 19??-19??|sn88061275|18944801|1942-0005|Kentucky|Ballard|La Center|37.0757451, -88.9734368|https://www.loc.gov/item/sn88061275/?st=calendar|1|1910-02-16|1910-02-16|True|English|
Liberty Advocate (Liberty, Miss.) 1835-1866|sn83016942|10232444|2469-6595|Mississippi|Amite|Liberty|31.159762, -90.799432|https://www.loc.gov/item/sn83016942/?st=calendar|292|1837-01-24|1866-12-22|True|English|
The Liberty Bell and Workingmen's Advocate (Norwich, Conn.) 1867-186?|sn93053978|28153097|2643-3257|Connecticut|New London|Norwich|41.524304, -72.075821|https://www.loc.gov/item/sn93053978/?st=calendar|1|1867-03-07|1867-03-07|True|English|
Licking Valley Courier (West Liberty, Ky.) 19??-Current|sn86069643|14439130|2373-4922|Kentucky|Morgan|West Liberty|37.9218024, -83.2598976|https://www.loc.gov/item/sn86069643/?st=calendar|408|1911-01-05|1922-12-28|True|English|
Lietuva (Chicago, Ill.) 1892-1920|sn83045284|9406688|2643-6361|Illinois|Cook|Chicago|41.883229, -87.632398|https://www.loc.gov/item/sn83045284/?st=calendar|705|1913-12-05|1920-05-08|True|Lithuanian|Lithuanian
The Light (Vicksburg, Miss.) 1891-19??|sn84025824|10347312|2836-9076|Mississippi|Warren|Vicksburg|32.348144, -90.882456|https://www.loc.gov/item/sn84025824/?st=calendar|1|1900-01-18|1900-01-18|True|English|African American
Lincoln County Advocate (Canton, Dakota Territory, [S.D.]) 1876-1877|sn2001063144|46988858|2376-5356|South Dakota|Lincoln|Canton|43.300858, -96.59272|https://www.loc.gov/item/sn2001063144/?st=calendar|49|1876-04-26|1877-05-16|True|English|
The Lincoln County Herald (Troy, Lincoln County, Mo.) 1865-1873|sn90061771|21585814|2165-722x|Missouri|Lincoln|Troy|38.979534, -90.981261|https://www.loc.gov/item/sn90061771/?st=calendar|381|1866-01-05|1873-06-04|True|English|
Lincoln County Leader (Toledo, Lincoln County, Or.) 1893-1987|sn85033162|11702954|0892-3353|Oregon|Lincoln|Toledo|44.6212895, -123.9342505|https://www.loc.gov/item/sn85033162/?st=calendar|1420|1893-03-09|1922-12-28|True|English|
The Lincoln County Leader (White Oaks, Lincoln County, N.M.) 1882-189?|sn87090072|15465838|2329-7565|New Mexico|Lincoln|White Oaks|33.749768, -105.737292|https://www.loc.gov/item/sn87090072/?st=calendar|503|1882-10-21|1892-12-31|True|English, Spanish|
Lincoln County Record (Pioche, Nev.) 1900-1905|sn86091347|13457834|2472-0488|Nevada|Lincoln|Pioche|37.92987, -114.451563|https://www.loc.gov/item/sn86091347/?st=calendar|282|1900-07-06|1905-12-29|True|English|
Lincoln County Times (Jerome, Idaho) 1911-1919|sn89055184|20128683|2694-0418|Idaho|Lincoln|Jerome|42.7240114, -114.5185037|https://www.loc.gov/item/sn89055184/?st=calendar|363|1911-03-09|1919-02-13|True|English|
Lincoln County Tribune (North Platte, Neb.) 1885-1890|2010270502|642721092, n642721092|2165-8811|Nebraska|Lincoln|North Platte|41.132507, -100.763969|https://www.loc.gov/item/2010270502/?st=calendar|75|1885-09-26|1890-08-20|True|English|
The Lincoln Independent (Lincoln, Neb.) 1895-1896|2017270203|986220881|2644-3325|Nebraska|Lancaster|Lincoln|40.813599, -96.70261|https://www.loc.gov/item/2017270203/?st=calendar|14|1895-09-27|1896-01-03|True|English|
Lincoln Telegraph (Bath, Me.) 1836-1846|sn82014358|8780534|2694-2720|Maine|Sagadahoc|Bath|43.912419, -69.816579|https://www.loc.gov/item/sn82014358/?st=calendar|212|1838-04-05|1842-03-24|True|English|
The Lincoln Times (Lincolnton, N.C.) 190?-1965|sn93065779|27780309|2766-6263|North Carolina|Lincoln|Lincolnton|35.476429, -81.240128|https://www.loc.gov/item/sn93065779/?st=calendar|762|1935-06-20|1962-09-24|True|English|
The Litchfield County Post (Litchfield, Conn.) 1826-1829|sn82014309|8780472|2770-3401|Connecticut|Litchfield|Litchfield|41.746861, -73.189234|https://www.loc.gov/item/sn82014309/?st=calendar|132|1826-07-04|1829-01-22|True|English|
Litchfield Enquirer (Litchfield, Conn.) 1829-Current|sn84020071|10316028|2770-3428|Connecticut|Litchfield|Litchfield|41.746861, -73.189234|https://www.loc.gov/item/sn84020071/?st=calendar|2628|1829-01-29|1881-12-29|True|English|
Literary Cadet and Rhode-Island Statesman (Providence, R.I.) 1827-1829|sn83021389|10159418|2770-3878|Rhode Island|Providence|Providence|41.824461, -71.412747|https://www.loc.gov/item/sn83021389/?st=calendar|181|1827-04-18|1829-01-07|True|English|
Literary Cadet, and Saturday Evening Bulletin (Providence, R.I.) 1826-1827|sn83021391|10159383|2770-3916|Rhode Island|Providence|Providence|41.824461, -71.412747|https://www.loc.gov/item/sn83021391/?st=calendar|52|1826-04-22|1827-04-14|True|English|
The Literary Echo (Westerly, R.I.) 1851-1851|sn92064003|25480665|2770-4874|Rhode Island|Washington|Westerly|41.3772857, -71.8274557|https://www.loc.gov/item/sn92064003/?st=calendar|21|1851-04-03|1851-08-21|True|English|
